Date,total,SoO,BerS,Hudson,Baffin,Green,Barents,Kara,Laptev,EastS,Chuck,BeaS,Canada,Central
03/08/2012,90.03818912,52.85714286,15.4,51.68091168,22.61212121,45.28359621,18.19298246,22.33101852,66.77343403,37.19610152,30.90834158,50.85555129,64.11612692,123.7223269
04/08/2012,88.1405558,15.08333333,15.25,48.21067416,24.43442623,45.02220046,18.97916667,22.00234742,63.59774599,38.21791141,28.22999389,38.39722929,62.30115962,121.1032687
05/08/2012,88.64507037,14.5,14.66666667,44.56849315,22.55256724,43.76396104,19.04255319,22.98235294,61.59211654,32.97886109,36.01591512,41.69049321,58.50828542,119.4531376
06/08/2012,85.22406409,15.71428571,13.66666667,43.93049645,24.70344828,44.09303882,19.22222222,24.95609756,59.03705281,32.47415043,19.95214844,40.46325758,57.60732054,116.6326366
07/08/2012,84.55289093,nan,14.66666667,42.74281392,25.14342629,44.9335443,20.35897436,21.36781609,58.12360034,30.74730898,20.04523646,37.52423233,58.29731893,114.4514843
08/08/2012,85.79433666,nan,15,42.83505155,23.67765568,46.57302405,18.83333333,21.45614035,57.97304236,30.2670068,19.93902439,38.04940878,56.06724422,112.5662926
09/08/2012,85.70768936,15.05882353,14.33333333,46.90686275,23.67829457,46.58257972,19.84848485,22.59259259,60.60648148,28.40691021,20.28776978,39.28599317,49.14217662,110.695709
10/08/2012,85.25542528,15,13.8,37.12723658,23.05,40.86394558,19.57142857,20.96240602,64.61909929,28.08651026,19.71413558,37.44667319,48.01896616,109.9047384
11/08/2012,84.80276134,15,13.5,33.22744361,22.25423729,39.19037829,19.3125,18.66470588,58.4925669,27.11226441,19.63091998,37.41452991,47.47210466,109.3009506
12/08/2012,84.63113367,16,15,39.87283237,22.38349515,36.3027662,19.10714286,18.49425287,55.95205811,25.89887006,19.93676379,36.66573816,45.68301026,108.7352765
13/08/2012,83.88278577,16,15,21.44650206,20.4057971,35.04799107,17.64864865,18.52,56.55617978,25.35299568,20.97923875,34.94038668,44.86096458,107.0263558
14/08/2012,85.4668544,14.66666667,15,21.17132216,21.61904762,36.66387893,16.93939394,18.85826772,56.81818182,25.05106224,21.83708609,36.45563549,44.28282071,106.5305023
15/08/2012,87.48896435,25.14285714,15,25.85928144,22.11184211,37.04276316,17.51612903,19.19565217,55.45758929,24.6404751,20.55475504,36.498132,45.40467836,107.4914783
16/08/2012,87.29323435,16.5,15,24.27478754,22.83211679,35.66972843,17.53333333,18.46808511,55.44087938,23.86784141,17.62688172,37.76838488,44.16773949,107.0521129
17/08/2012,88.42167996,17,15,21.01153846,23.8125,36.18596928,16.41860465,19.45454545,54.02298851,21.14680307,17.8519389,44.21172962,44.025,108.2526266
18/08/2012,88.36610692,16.33333333,15.66666667,22.67535545,23.47619048,35.0509018,15.95918367,19.60869565,53.27638191,20.28123114,16.87115956,44.7621195,43.41945406,107.9820972
19/08/2012,89.45471448,16.33333333,14,24.38507463,22.95098039,35.99099485,16.42,19.06557377,53.37399464,19.6480305,17.3704918,44.49876847,44.91415215,107.7415092
20/08/2012,91.02411366,15.6,14.2,23.14730878,23.05050505,36.25425246,16.47272727,18.72413793,53.88467615,19.4738331,17.96187683,35.2649494,46.46679688,108.8022342
21/08/2012,91.02689442,15.35,14.75,24.22222222,21.75438596,34.29495798,16.84210526,18.56818182,52.06401384,19.82253995,16.68756642,35.38333333,45.86444107,109.1759931
22/08/2012,92.04243202,15.2,14.75,22.96153846,21.76576577,33.33539349,16.89090909,17.95,52.54822335,19.23109244,17.9246988,34.76694522,45.82821447,109.6876376
23/08/2012,93.92455204,14.66666667,13.83333333,20.34482759,21.30252101,32.44064303,16.85454545,17.71428571,51.02643172,19.39041794,18.24540902,36.582,44.68629495,111.5420345
24/08/2012,96.30951911,12.75,13,18.94252874,20.13432836,32.04626486,17.28,16.94,47.70234114,19.94190871,20.14176245,38.70666667,42.85613327,113.1470482
25/08/2012,96.44577632,15,14,17.2917847,19.50331126,32.08499096,17.07692308,17.60869565,43.51835853,20.61952191,17.06338028,39.8957346,39.36681614,114.162891
26/08/2012,98.74658067,15,14.66666667,18.8358209,19.03680982,32.504696,17.71111111,17.27777778,41.94690265,19.33659491,17.25431034,39.68757842,39.09103139,116.1891961
27/08/2012,99.84310466,15,14.4,17.57608696,17.62149533,31.15255077,18.07894737,17.66,39.60622318,19.57111597,17.28033473,35.36479592,41.97695606,116.8846252
28/08/2012,100.2645357,14,15,15.37037037,18.64467005,31.35739705,18.21052632,17.84,40.48092486,20.85522788,18.86027397,34.48302872,41.26529445,116.4296546
29/08/2012,100.3769559,15.16666667,14.66666667,15.34355828,24.76960784,31.12150483,17.56818182,18.73170732,40.31400966,20.6043956,17.99157303,33.39842726,39.09521127,116.9945473
30/08/2012,100.7789657,16,15,15.26108374,21.38423645,31.48443083,18.52777778,19.05405405,39.87408313,20.3058104,18.05985915,34.17226277,36.94565217,117.1479599
31/08/2012,102.092898,14,15,15.98809524,19.9953271,30.67997978,17.8,19.16666667,39.66836735,19.46464646,17.68896321,31.6977058,37.65478313,118.5918428
01/09/2012,101.8206002,14.5,13.64285714,16.10559006,19.62857143,31.66719326,17.44444444,19.17142857,38.04218362,17.12468828,18.28571429,32.7119403,36.22816399,118.3961442
02/09/2012,102.8937755,14.5,14,16.51694915,19.89795918,31.21683168,18.3,18.23255814,39.7100271,16.02489627,18.16872428,33.01444623,36.52209596,119.751608
03/09/2012,103.5992946,15.33333333,13.64285714,15.79245283,20.01953125,29.46292417,19.38095238,18.525,38.23809524,20.43169399,18.86363636,31.70716511,34.86083744,120.8482895
04/09/2012,104.6142804,13.5,14.5,15.408,20.98695652,32.35354003,17.79310345,17.5,39.34969325,19.45833333,17.64942529,28.62986198,35.35396518,121.1755914
