Date,Mean,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
11/12/2016,82.05,72.57,89.86,91.73,87.21,69.27,85.1,93.32,79.76,69.67,
12/12/2016,82.7,74.31,89.3,93.33,87.9,70.34,86.53,92.39,80.34,69.9,
13/12/2016,82.97,74.87,88.87,93.22,87.96,71.58,87.64,91.66,81.41,69.53,
14/12/2016,83.84,75.41,90.08,93.7,89.68,72.74,88.64,91.51,82.92,69.9,
15/12/2016,84.78,76.68,91.09,94.07,91.22,72.63,89.84,92.72,83.72,71.02,
16/12/2016,85.61,77.75,91.45,95.03,92.39,73.55,91.44,92.1,85.41,71.34,
17/12/2016,86.94,78.79,92.18,95.49,93.47,74.64,93,95.01,87.42,72.45,
18/12/2016,87.91,79.19,92.8,95.92,94.31,75.66,94.34,96.14,88.79,74.05,
19/12/2016,88.88,81.45,93.33,96.42,94.4,75.91,95.76,97.87,89.15,75.64,
20/12/2016,90.09,83.06,94.62,97.03,95.71,76.58,96.56,99.52,90.44,77.31,
21/12/2016,91.17,84.55,95.67,97.73,96.68,76.55,97.63,101.15,91.2,79.38,
22/12/2016,92.27,84.78,97.22,99.79,97.24,77.24,98.83,102.47,91.79,81.06,
23/12/2016,93.05,83.37,99.52,99.87,97.27,78.02,99.07,104.25,94.15,81.9,
24/12/2016,93.87,83.46,102,100.59,98.17,79.24,97.48,105.59,95.82,82.51,
25/12/2016,94.76,83.37,104.46,101.85,98.69,81.08,96.56,107.02,97.29,82.56,
26/12/2016,96.23,84.19,106.29,103.52,99.76,82.63,98,108.9,98.69,84.07,
27/12/2016,97.51,85.43,107.15,105.8,99.2,84.26,98.28,110.98,100.62,85.92,
28/12/2016,98.67,87.51,108.7,107.09,98.69,85.08,101.05,110.59,102.14,87.2,
29/12/2016,99.92,89.31,110.88,108.02,99.2,86.15,103.07,110.81,103.13,88.74,
30/12/2016,101.57,92.24,112.67,109.14,99.9,87.97,105.15,112.49,103.84,90.73,
31/12/2016,103.22,95.07,114.51,110.64,100.63,90.36,107.51,113.53,104.6,92.11,
