b15k,21945.24053
c19c,20598.67797
c16,20567.96866
b15b,20496.00264
b16,20135.52312
b15f,19900.65552
b17a,19710.08736
b15d,19365.93426
b09a,19047.29541
c19d,16033.00287
b09f,15527.20528
c18a,15224.40338
b17b,15051.53094
b15r,14999.32909
c08,14602.37384
c28b,14138.5447
b15t,14119.60689
b09d,13985.03272
d11,13684.85864
c28a,13592.65275
a22a,13063.67334
b15g,12251.0436
b15n,11985.42492
c19a,11746.18325
c02,11499.24496
b01,11493.67977
b15l,11314.37662
b15a,11251.70762
b27,10837.05355
c21a,10626.47184
a34a,10413.99598
a56,10369.94105
b15x,10138.03873
a22c,9709.548692
b15j,9679.054031
b15z,9323.903093
b10a,9306.586697
a38a,8658.610529
b19,8595.124356
a43c,8571.46846
a38d,8423.897316
a43f,8392.424647
c07,8330.528075
a43a,8315.753426
b30,8247.0759
c09,8201.567424
b14,7588.089706
a38b,7550.124539
b31,7535.11934
d21b,7390.084929
c20,7388.564047
a43g,7206.924322
a62,7168.10994
b15aa,6892.84242
b09g,6776.176247
b09c,6645.186949
c18b,6592.632437
a35,6539.838863
a38c,6429.738094
c06,6317.728912
a61,6280.91788
b09h,6249.981706
a22b,6249.080434
a24,5899.787315
a43k,5852.758391
a20b,5779.885607
b06,5771.52308
a66,5581.738888
d21a,5574.706014
a47,5518.257932
a53a,5432.716836
a57a,5393.552133
a27,5388.593207
c10,5304.088444
a48,5268.811762
b15y,5197.968263
b15i,4984.572599
a43b,4963.490005
a25,4868.416579
a52,4860.875121
b09i,4822.77831
a29,4690.267786
b09b,4659.120845
c19b,4591.449018
a23b,4164.758536
b22b,4138.99852
b39,4031.313851
d12,3983.089945
b15p,3842.295954
b10b,3836.062343
b15q,3794.535139
a68a,3752.459391
a43e,3737.16207
b15s,3682.216362
b04,3648.083789
a28,3639.068949
c34,3592.368066
b34,3590.476781
a20a,3485.364775
c33,3454.084615
b41,3425.501861
b02,3415.572856
b21a,3409.116633
a68b,3380.174327
c28a2,3331.07756
a23a,3223.810749
a57,3056.598543
c26,3033.713342
b15h,2926.969997
c21b,2827.924532
b43,2780.60052
a35a,2751.373787
a43d,2633.289914
b15c,2611.731346
c15,2580.92368
c05,2568.343588
c18,2517.268599
b15m,2508.183531
a57b,2463.967351
a35b,2435.453008
a44,2431.524543
c32,2401.481842
c14a,2383.378504
b07b,2281.598205
a35c,2264.81786
a68c,2241.194373
b18,2218.360121
a43j,2203.171887
a38e,2172.148391
a22,2144.681606
a23,2090.950125
a46,2053.000472
b32,2038.246134
b14b,2033.809974
a31,1964.114342
b09,1939.819225
a01,1909.305651
d14,1883.786644
b22c,1874.436863
a41,1763.034584
a39,1748.007117
c19,1741.423674
a62a,1734.087956
a63,1719.560758
a02,1605.808529
a32a,1547.611146
b15e,1546.645903
a43i,1492.764883
a19,1445.186727
b40,1444.598124
b42,1441.912437
b22a,1370.830743
b35,1367.690448
b12,1323.940447
b17,1316.825187
a21a,1261.665273
b03,1252.216798
a38f,1216.580434
b13,1213.20471
a53b,1207.698943
a16,1158.442045
b11,1135.213946
c24,1123.139834
b28,1114.403998
b07,1112.313554
b10,1073.572809
d15a,1021.047052
d25,1007.162211
b22e,875.0712487
a55,869.6843436
a26,858.594328
a15,842.8748833
b07a,813.0487858
a50,808.1348267
c25,803.0917972
a65,758.6370139
b46,756.4144061
d04,733.4140707
c19c1,726.2169279
c23,721.2653165
a54a,717.1665863
c22,711.1266285
c19e,700.7824428
b05,687.6353311
d15,658.0656716
a68e,638.2239178
a67,634.0740608
d22,632.9123971
d13,594.7133252
a08,588.9979798
a54,574.3008967
b50,567.3501153
d26,560.8845135
a59,556.0235502
b47,544.549632
b08,542.970597
b37,538.0148621
a45,525.3872546
b29,514.5110792
a06,513.6738084
a24d,475.4386366
b15j1,471.3509545
c30,469.5820987
a24b,467.1362351
c21,456.3319758
b38,452.0198676
a20,449.9821779
a24a,443.4348609
b15w,437.3620096
c31,417.6355863
a24c,414.84418
c29,403.8045882
a42,401.4736957
a13,396.0440505
a17,395.428655
a36,366.0814844
a69a,347.9431967
c28,345.1808985
b48,342.1443043
c17,336.7777603
d20a,326.1205005
a21,322.5102413
b15ac,317.1622322
a30,312.8227948
a69b,312.2068094
d02,307.5991109
b15ab,272.463072
b49,259.2439586
a32,249.256483
a43h,217.8284785
a40a,215.3769158
b09j,215.2418344
a64,213.3167624
a68d,209.4273288
a37,205.540703
b05a,196.9663
b15u,187.8340294
d01,181.3011043
a40,179.7667884
d15b,177.0781333
c11,176.2990998
c12,175.6406327
c35,170.7999298
c36,168.1127017
c14b,164.0835003
b26,151.5554669
b23,151.4250856
d20b,150.9863542
a68f,149.0608304
b24,142.2583075
a03,137.810728
c14,135.8820233
c13,133.393329
a11,123.6387046
d23,113.0621927
b45,107.5058238
b33,96.47226116
b21,90.34063912
b21b,89.64429004
b36,82.68573087
b14a,75.35422295
b25,68.84709199
b15,63.46073418
c01,60.93984569
a49,55.82070696
c21c,53.74612425
a05,46.50039113
a58,38.49665301
a60,36.54152392
d27,36.5379185
d24,32.69028257
d03,27.28705488
b22d,24.07110558
a68,22.81888754
b15v,13.04506119
b44,10.71150583
a38g,10.56471964
a53,4.305397841
b09e,0.887489301
a54b,0.604798204
a14,9.49E-05
d10,9.49E-05
a04,0
a07,0
a09,0
a10,0
a12,0
a27a,0
a32b,0
a33,0
a34,0
a38,0
a51,0
b20,0
c03,0
c04,0
c27,0
d05,0
d06,0
d07,0
d08,0
d09,0
