a01,287
a02,455
a03,133
a04,0
a05,7
a06,70
a07,0
a08,42
a09,0
a10,0
a11,14
a12,70
a13,167
a14,41
a15,133
a16,182
a17,42
a19,420
a20,567
a21,196
a22,5004
a23,11114
a24,1987
a25,1252
a26,196
a27,6226
a28,1162
a29,953
a30,56
a31,512
a32,197
a33,28
a34,1853
a35,1591
a36,164
a37,91
a38,2228
a39,798
a40,825
a41,701
a42,1621
a43,3932
a44,294
a45,202
a46,750
a47,693
a48,732
a49,25
a50,110
a51,0
a52,1179
a53,1174
a54,314
a55,540
a56,3097
a57,2775
a58,133
a59,965
a60,566
a61,2955
a62,937
a63,3302
a64,2934
a65,67
a66,459
a67,161
a68,1327
a69,654
a70,472
a71,160
a72,36
a73,43
a74,421
a75,87
a76,333
a77,248
a78,241
a79,52
b01,2749
b02,1084
b03,224
b04,601
b05,1630
b06,2672
b07,697
b08,1161
b09,11935
b10,1658
b11,307
b12,270
b13,297
b14,1525
b15,5643
b16,7288
b17,5296
b18,279
b19,1009
b20,0
b21,3963
b22,7334
b23,739
b24,769
b25,84
b26,28
b27,2217
b28,4471
b29,4471
b30,2582
b31,1889
b32,319
b33,87
b34,763
b35,867
b36,35
b37,2259
b38,2304
b39,2304
b40,2285
b41,1565
b42,1843
b43,1245
b44,24
b45,1360
b46,1274
b47,947
b48,123
b49,218
b50,741
c01,1189
c02,4211
c03,35
c04,0
c05,3512
c06,2346
c07,1672
c08,5064
c09,3165
c10,5219
c11,1603
c12,1603
c13,42
c14,4488
c15,8095
c16,5009
c17,723
c18,6761
c19,3581
c20,1092
c21,6248
c22,245
c23,196
c24,6248
c25,316
c26,385
c27,49
c28,3048
c29,2304
c30,2304
c31,2304
c32,2304
c33,2207
c34,1332
c35,1360
c36,1178
c38,31
d01,335
d02,658
d03,511
d04,77
d05,0
d06,0
d07,0
d08,0
d09,0
d10,42
d11,1867
d12,1497
d13,122
d14,719
d15,2313
d20,3888
d21,2521
d22,2257
d23,2304
d24,73
d25,163
d26,2210
d27,1516
d28,944
d29,318
d30,316
d31,85
e01,293
e02,317
e03,131
e04,314
e05,673
e06,138
e07,247
e08,188
e09,188
e10,64
e11,191
e12,98
e13,113
e14,493
e15,236
e16,430
e17,430
e18,149
e19,152
e20,517
e21,35
