Date,Mean,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
10/11/2016,6701,5514,8542,8251,7447,4697,7585,7363,6875,4957,6654,7819,6148,5267
11/11/2016,6738,5474,8432,8179,7374,4755,7699,7425,6971,5025,6725,7776,6269,5486
12/11/2016,6776,5472,8368,8171,7273,4839,7777,7549,7028,5076,6813,7746,6364,5614
13/11/2016,6798,5499,8407,8128,7168,4928,7792,7664,6988,5126,6869,7750,6348,5706
14/11/2016,6826,5581,8492,8027,7089,4942,7732,7848,6942,5169,6936,7797,6390,5793
15/11/2016,6870,5714,8550,8035,7089,4918,7673,8071,6874,5206,7030,7812,6481,5862
16/11/2016,6913,5874,8555,8046,7123,4860,7654,8299,6713,5274,7124,7801,6536,6012
17/11/2016,6945,5990,8518,8156,7140,4781,7651,8486,6550,5283,7218,7861,6518,6135
18/11/2016,6978,6046,8503,8261,7124,4802,7687,8595,6443,5314,7394,7865,6508,6169
19/11/2016,7027,6105,8482,8399,7094,4880,7763,8709,6379,5354,7587,7902,6539,6154
20/11/2016,7095,6214,8523,8560,7024,4967,7818,8805,6366,5403,7782,7985,6668,6114
21/11/2016,7174,6331,8628,8724,6945,5076,7835,8910,6422,5475,7970,8129,6811,6011
22/11/2016,7254,6431,8772,8811,6899,5211,7799,9012,6521,5596,8190,8261,6828,5965
23/11/2016,7342,6581,8887,8907,6860,5293,7780,9094,6657,5737,8349,8423,6812,6063
24/11/2016,7437,6719,8988,9005,6844,5400,7811,9250,6779,5884,8477,8562,6807,6156
25/11/2016,7538,6834,9061,9062,6906,5549,7803,9459,6909,6016,8577,8702,6904,6206
26/11/2016,7626,6763,9088,9121,7054,5714,7866,9665,7040,6136,8637,8821,6985,6247
27/11/2016,7676,6636,9097,9151,7191,5858,7934,9863,7126,6142,8736,8885,6920,6248
28/11/2016,7749,6593,9136,9155,7433,6012,8019,10016,7251,6151,8839,8982,6831,6322
29/11/2016,7827,6631,9243,9158,7695,6127,8079,10171,7413,6148,8961,8960,6756,6412
30/11/2016,7899,6666,9290,9165,7934,6242,8102,10330,7588,6150,9140,8866,6750,6468
01/12/2016,7973,6759,9265,9144,8191,6347,8140,10407,7762,6164,9345,8826,6752,6548
02/12/2016,8038,6868,9277,9112,8365,6492,8199,10432,7892,6234,9528,8689,6727,6677
03/12/2016,8079,7016,9377,9062,8418,6622,8244,10394,7899,6282,9507,8651,6746,6808
04/12/2016,8123,7087,9409,9127,8498,6768,8319,10406,7871,6371,9398,8604,6800,6944
05/12/2016,8164,7174,9428,9227,8606,6878,8426,10324,7890,6471,9300,8503,6794,7117
06/12/2016,8218,7250,9501,9295,8726,6936,8578,10288,7985,6615,9190,8379,6825,7271
07/12/2016,8324,7366,9636,9468,8909,6946,8774,10313,8160,6835,9154,8332,6909,7412
08/12/2016,8459,7553,9788,9720,9141,6989,8939,10308,8358,7042,9188,8339,7036,7563
09/12/2016,8589,7729,9931,9993,9361,7101,9091,10312,8525,7205,9191,8404,7147,7665
10/12/2016,8694,7825,10057,10204,9562,7214,9253,10373,8642,7362,9192,8470,7184,7678
11/12/2016,8801,8037,10082,10450,9708,7326,9446,10369,8789,7439,9251,8556,7244,7712
12/12/2016,8896,8222,10099,10610,9837,7476,9590,10337,8944,7497,9392,8588,7295,7765
13/12/2016,9001,8296,10156,10715,9999,7650,9760,10313,9132,7589,9559,8676,7374,7790
14/12/2016,9132,8414,10280,10843,10178,7823,9913,10358,9369,7720,9741,8788,7455,7834
15/12/2016,9285,8598,10481,10981,10373,7944,10071,10522,9507,7856,9895,8948,7587,7946
16/12/2016,9493,8758,10597,11121,10571,8082,10295,11312,9698,8002,10075,9107,7757,8034
17/12/2016,9613,8946,10669,11236,10753,8252,10522,10834,9919,8208,10286,9271,7931,8145
18/12/2016,9791,9141,10761,11359,10849,8378,10778,10974,10089,8499,10562,9444,8149,8303
19/12/2016,9963,9394,10883,11490,10930,8490,10948,11169,10221,8752,10802,9572,8368,8503
20/12/2016,10125,9587,10990,11629,11059,8535,11041,11396,10417,9030,10859,9679,8579,8820
21/12/2016,10302,9764,11171,11851,11196,8574,11141,11681,10616,9310,10834,9762,8864,9168
22/12/2016,10482,9789,11426,12036,11329,8605,11282,11912,10866,9550,10832,9893,9166,9575
23/12/2016,10656,9737,11745,12152,11489,8701,11342,12107,11173,9703,10947,10051,9443,9937
24/12/2016,10820,9792,12066,12291,11606,8940,11236,12311,11442,9796,11029,10312,9686,10157
25/12/2016,11011,9882,12432,12503,11692,9242,11251,12497,11677,9958,11188,10606,9932,10278
26/12/2016,11213,10054,12710,12717,11760,9532,11324,12712,11911,10104,11381,10958,10197,10409
27/12/2016,11420,10272,12941,12941,11835,9843,11478,12908,12133,10209,11598,11324,10381,10595
28/12/2016,11627,10608,13182,13098,11905,10075,11666,13067,12289,10389,11928,11570,10598,10773
29/12/2016,11836,10989,13414,13206,11983,10305,11927,13201,12425,10600,12286,11778,10833,10927
30/12/2016,12066,11296,13685,13373,12098,10522,12250,13401,12558,10834,12701,11985,11059,11098
31/12/2016,12307,11559,13995,13532,12208,10757,12632,13688,12740,11002,13139,12152,11322,11261
