Date,total,SoO,BerS,Hudson,Baffin,Green,Barents,Kara,Laptev,EastS,Chuck,BeaS,Canada,Central
03/07/2012,12429.605,21.833,5.129,539.877,328.701,448.816,44.509,202.784,1074.253,1662.938,654.722,756.589,999.837,5685.916
04/07/2012,11867.556,4.912,1.394,411.875,257.775,427.021,35.689,181.684,1006.598,1596.036,615.004,717.876,977.728,5632.162
05/07/2012,11400.843,2.571,1.316,276.275,200.707,408.658,32.497,165.022,932.809,1537.618,599.807,680.396,966.985,5594.618
06/07/2012,11064.468,1.415,0.986,214.195,183.173,392.971,30.198,155.282,872.094,1459.14,592.214,651.86,947.426,5561.159
07/07/2012,10799.228,1.097,0.75,219.427,165.714,357.597,24.103,142.3,819.079,1391.015,585.362,625.546,921.752,5544.005
08/07/2012,10476.84,0.91,0.517,209.766,146.741,353.319,21.623,129.651,686.04,1332.692,564.268,602.019,890.613,5537.806
09/07/2012,10142.815,0.311,0.43,198.074,100.318,350.163,18.283,121.19,600.989,1238.437,538.797,586.333,859.173,5529.589
10/07/2012,9849.79,0.256,0.132,179.682,71.54,335.76,16.26,99.169,579.467,1163.123,518.033,581.523,823.112,5480.746
11/07/2012,9495.172,0.315,0.147,144.414,63.338,330.541,14.708,87.817,492.05,1138.409,481.06,565.992,793.36,5382.081
12/07/2012,9256.945,0.165,0.129,133.623,59.811,319.038,13.991,82.113,475.106,1077.906,475.458,539.246,762.106,5317.482
13/07/2012,8995.19,0.174,0.117,123.176,56.511,301.521,12.598,78.132,449.033,1033.218,454.033,508.471,736.008,5241.57
14/07/2012,8716.077,0.162,0.117,113.614,53.447,289.96,10.79,72.703,416.192,955.396,441.267,478.122,707.032,5176.604
15/07/2012,8472.847,0.15,0.174,103.454,51.701,279.415,9.603,66.335,391.462,907.619,417.199,453.407,674.798,5116.88
16/07/2012,8229.719,0.15,0.18,96.686,50.153,270.346,9.355,55.138,369.004,856.732,396.435,428.92,644.157,5051.932
17/07/2012,8001.13,0.15,0.12,96.686,48.947,263.19,9.304,53.784,308.293,821.283,375.059,411.255,609.802,5002.754
18/07/2012,7782.117,0.114,0.136,94.889,47.169,258.507,8.818,49.271,307.372,743.792,362.529,396.009,567.628,4945.365
19/07/2012,7516.387,0.114,0.09,89.919,43.335,250.877,9.88,44.142,288.454,703.806,339.968,378.338,506.897,4859.992
20/07/2012,7307.703,0.064,0.09,78.386,34.651,244.841,9.108,43.377,280.419,664.461,323.351,357.31,474.256,4796.914
21/07/2012,7106.11,0.064,0.038,72.592,30.073,233.318,4.75,37.675,280.286,615.805,308.47,342.058,452.818,4726.935
22/07/2012,6861.009,0.065,0.055,67.459,30.626,227.333,2.737,26.68,257.452,585.102,273.054,323.285,423.65,4642.545
23/07/2012,6702.777,0.065,0.026,65.856,30.309,219.262,2.027,27.06,250.571,548.936,258.315,303.654,398.538,4597.444
24/07/2012,6544.962,0.431,0.053,59.629,27.483,209.497,1.762,18.136,244.752,532.485,240.323,286.612,375.684,4547.431
25/07/2012,6411.998,0.184,0.069,57.742,25.391,201.635,1.596,19.058,234.627,514.386,228.079,267.381,347.248,4513.963
26/07/2012,6220.119,0.05,0.112,58.19,19.074,195.69,1.448,16.707,220.019,480.225,166.731,250.542,328.031,4482.704
27/07/2012,6061.806,0.158,0.042,52.53,19.07,191.371,1.503,13.489,207.108,443.122,148.311,235.745,303.582,4445.344
28/07/2012,5937.32,0.404,0.041,51.63,15.414,188.494,1.646,13.153,186.097,430.636,142.071,231.932,276.493,4397.162
29/07/2012,5766.73,0.166,0.056,50.271,14.871,164.105,1.313,13.054,180.143,402.924,139.386,225.615,258.584,4314.103
30/07/2012,5581.094,0.122,0.041,48.752,15.38,163.136,1.695,12.353,173.713,379.356,126.916,189.197,250.211,4219.758
31/07/2012,5394.072,1.476,0.073,46.747,14.647,151.135,1.22,11.581,167.959,358.871,123.923,169.439,235.739,4110.818
01/08/2012,5262.411,0.635,0.088,43.257,12.32,149.669,1.06,10.894,160.836,339.779,116.359,172.642,220.745,4033.656
02/08/2012,5091.096,0.364,0.062,39.874,10.295,148.276,1.193,10.058,154.323,303.391,104.589,154.154,209.506,3954.564
03/08/2012,4932.292,0.37,0.077,36.28,11.193,143.549,1.037,9.647,150.307,284.327,93.745,132.377,196.003,3872.88
04/08/2012,4776.513,0.181,0.061,34.326,8.943,137.903,0.911,9.373,146.72,236.416,92.425,135.811,182.667,3790.169
05/08/2012,4591.726,0.029,0.044,32.535,9.224,134.793,0.895,7.814,143.756,229.335,40.734,116.65,173.009,3702.45
06/08/2012,4457.389,0.11,0.041,30.971,7.164,131.75,0.865,5.116,138.619,201.632,61.293,106.823,162.107,3610.13
07/08/2012,4315.495,0,0.044,28.253,6.311,127.791,0.794,5.577,134.963,174.245,58.492,101.428,145.685,3531.515
08/08/2012,4147.813,0,0.03,24.93,6.464,108.422,0.904,4.892,135.483,142.376,47.415,90.101,135.907,3450.382
09/08/2012,4031.604,0.256,0.086,19.138,6.109,97.87,0.655,3.05,130.91,129.081,39.48,80.497,134.109,3389.724
10/08/2012,3948.264,0.015,0.069,18.675,5.071,96.112,0.685,2.788,119.093,114.93,37.516,76.541,129.123,3346.929
11/08/2012,3869.55,0.015,0.027,17.677,5.252,95.311,0.618,3.173,118.038,99.258,36.062,70.04,123.38,3299.905
12/08/2012,3801.292,0.032,0.015,6.898,4.611,95.803,0.535,3.218,115.541,91.682,32.158,65.815,120.192,3264.233
13/08/2012,3750.651,0.032,0.015,10.423,4.224,94.209,0.653,2.778,110.737,82.093,24.252,65.059,119.061,3236.477
14/08/2012,3702.766,0.044,0.105,11.369,3.632,92.063,0.559,2.395,105.625,67.212,16.487,60.808,118.058,3223.613
15/08/2012,3658.701,0.704,0.015,8.637,3.361,90.088,0.543,1.766,99.38,53.938,14.265,58.616,116.463,3210.233
16/08/2012,3633.319,0.066,0.03,8.569,3.128,89.317,0.526,1.736,93.307,43.344,16.393,54.953,116.647,3204.605
17/08/2012,3612.733,0.034,0.015,10.926,2.667,87.172,0.706,1.498,89.3,41.342,15.192,44.477,114.465,3204.386
18/08/2012,3557.266,0.098,0.047,9.569,2.958,87.452,0.782,1.353,84.816,33.606,17.023,39.704,112.934,3166.575
19/08/2012,3512.171,0.049,0.042,8.169,2.341,83.931,0.821,1.163,79.634,30.926,15.894,36.133,105.683,3146.914
20/08/2012,3491.685,0.546,0.071,8.171,2.282,80.992,0.906,1.086,68.218,27.536,12.25,38.333,95.164,3155.7
21/08/2012,3469.217,0.307,0.059,6.976,2.48,81.622,0.96,0.817,60.186,23.569,15.703,38.214,90.674,3146.998
22/08/2012,3442.479,0.076,0.059,6.567,2.416,80.905,0.929,0.718,51.76,22.885,11.902,37.444,88.036,3138.273
23/08/2012,3433.412,0.088,0.083,5.31,2.535,78.701,0.927,0.744,46.332,19.022,10.929,36.582,85.753,3145.82
24/08/2012,3414.654,0.051,0.039,4.944,2.698,75.501,0.864,0.847,42.789,14.418,5.257,34.836,84.898,3147.072
25/08/2012,3411.48,0.045,0.07,6.104,2.945,70.972,0.888,0.81,40.298,10.351,7.269,33.672,87.788,3149.64
26/08/2012,3429.37,0.03,0.044,2.524,3.103,65.757,0.797,0.933,37.92,9.881,8.006,31.631,87.173,3181.144
27/08/2012,3423.021,0.015,0.072,1.617,3.771,62.897,0.687,0.883,36.913,8.944,8.26,27.726,78.329,3192.236
28/08/2012,3397.163,0.126,0.03,2.49,3.673,61.68,0.692,0.892,35.016,7.779,6.884,26.414,72.173,3178.646
29/08/2012,3367.948,0.091,0.044,2.501,5.053,61.216,0.773,0.768,33.38,7.5,6.405,25.483,69.394,3154.056
30/08/2012,3365.312,0.032,0.03,3.098,4.341,61.678,0.667,0.705,32.617,6.64,5.129,23.408,67.98,3158.309
31/08/2012,3373.864,0.014,0.06,2.686,4.279,60.685,0.623,0.69,31.1,5.781,5.289,23.488,63.373,3175.178
01/09/2012,3345.214,0.029,0.191,2.593,4.809,60.136,0.628,0.671,30.662,6.867,4.48,21.917,60.972,3150.403
02/09/2012,3357.321,0.029,0.084,1.949,4.875,63.058,0.549,0.784,29.306,7.724,4.415,20.568,57.851,3165.035
03/09/2012,3377.855,0.046,0.191,1.674,5.125,70.328,0.407,0.741,28.105,3.739,3.32,20.356,56.614,3186.286
04/09/2012,3374.229,0.027,0.116,1.926,4.827,69.916,0.516,0.77,25.656,2.802,3.071,22.818,54.834,3186.191
05/09/2012,3403.704,0.015,0.181,1.791,5.005,72.161,0.572,0.647,24.78,1.872,2.666,22.149,54.46,3216.545
06/09/2012,3406.475,0.072,0.103,1.414,4.603,75.622,0.531,0.61,23.224,0.973,1.531,20.26,52.045,3224.352
07/09/2012,3444.794,0.03,0.108,0.984,5.538,79.188,0.579,0.595,25.02,0.583,1.906,19.712,51.64,3258.09
08/09/2012,3432.268,0.056,0.07,1.096,5.512,85.184,0.595,0.524,21.726,0.719,1.981,18.32,50.631,3244.791
09/09/2012,3423.419,0.056,0.189,1.104,5.719,90.246,0.581,0.466,18.546,0.767,1.599,17.592,49.354,3236.384
10/09/2012,3427.658,0.059,0.151,0.904,5.728,93.305,0.648,0.656,16.225,0.096,0.708,18.031,48.369,3240.137
11/09/2012,3417.346,0.059,0.057,0.815,4.674,93.131,0.573,0.594,13.595,0.086,0.561,19.482,47.037,3233.423
12/09/2012,3441.639,0.03,0.07,0.836,4.952,93.05,0.604,0.663,11.671,0.142,0.649,20.072,47.819,3259.624
13/09/2012,3436.604,0.145,0.056,1.067,5.525,90.469,0.533,0.727,11.478,0.173,0.669,20.172,47.654,3256.616
14/09/2012,3406.53,0.147,0.039,1.15,5.932,90.438,0.728,0.659,11.208,0.51,0.715,20.534,49.109,3224.438
15/09/2012,3401.986,0.287,0.027,1.163,5.486,87.296,0.603,0.659,11.467,0.46,1.065,21.666,49.916,3220.914
16/09/2012,3366.448,0.117,0.228,1.197,6.437,85.457,0.635,0.782,13.555,0.295,0.576,24.485,50.163,3181.313
17/09/2012,3359.363,0.138,0.149,1.319,6.914,84.277,0.413,0.542,16.15,0.967,0.47,25.116,49.772,3171.99
18/09/2012,3406.921,0.071,0.07,1.133,6.588,81.602,0.43,0.428,17.69,1.269,0.459,25.761,49.349,3221.01
19/09/2012,3470.023,0.087,0.057,1.203,7.063,80.047,0.414,0.483,17.9,2.651,0.296,27.48,49.661,3281.631
20/09/2012,3532.577,0.083,0.071,1.505,7.762,82.408,0.449,0.494,17.635,2.76,0.252,29.436,54.315,3334
21/09/2012,3579.666,0.391,0.057,1.086,7.672,82.996,0.604,0.403,16.565,3.435,0.169,30.58,53.515,3380.967
22/09/2012,3642.344,0.251,0.043,1.116,8.873,85.889,0.648,0.502,14.805,3.854,0.173,32.427,54.749,3437.901
23/09/2012,3727.057,0.191,0.042,1.305,8.631,94.19,0.444,0.497,14.026,4.012,0.122,32.244,55.648,3514.603
24/09/2012,3769.573,0.15,0.107,1.428,8.664,103.874,0.425,0.491,14.529,3.6,0.106,28.358,52.396,3554.335
25/09/2012,3800.872,0.102,0.126,1.347,8.707,111.315,0.448,0.539,16.301,3.264,0.351,27.424,48.198,3581.33
26/09/2012,3826.082,0.09,0.181,1.208,9.459,119.58,0.444,0.598,17.886,5.364,0.142,27.282,47.117,3595.69
27/09/2012,3873.523,0.081,0.16,1.346,9.337,129.452,0.468,0.53,18.087,7.339,0.212,29.798,45.891,3629.776
28/09/2012,3937.465,0.798,0.087,1.291,10.583,136.416,0.484,0.792,18.726,8.666,0.19,31.053,47.357,3679.817
29/09/2012,4000.527,0.451,0.1,1.449,9.495,142.446,0.611,0.571,20.775,12.58,0.247,34.449,46.694,3729.411
30/09/2012,4051.747,0.129,0.097,1.27,9.741,146.647,0.411,0.594,20.618,13.209,0.254,35.068,47.489,3774.912
01/10/2012,4129.106,0.348,0.084,1.185,9.742,145.654,0.43,0.588,21.572,11.218,0.237,37.166,48.683,3851.292
02/10/2012,4188.221,0.196,0.219,1.057,9.493,148.274,0.484,0.544,23.908,12.1,0.264,37.258,51.39,3902.294
03/10/2012,4230.446,0.189,0.193,1.397,9.777,150.8,0.382,0.503,28.093,15.106,0.195,36.342,54.872,3931.809
04/10/2012,4267.601,0.13,0.203,1.442,8.762,157.414,0.32,0.545,28.66,21.224,0.786,34.742,56.938,3955.338
05/10/2012,4341.146,0.075,0.403,1.278,9.669,166.07,0.31,0.791,31.156,25.489,0.131,35.457,60.86,4008.543
06/10/2012,4430.812,0.156,0.087,1.862,10.393,175.108,0.36,0.764,31.077,28.611,0.105,42.056,62.556,4076.745
07/10/2012,4520.238,0.516,0.112,1.522,10.491,181.917,0.368,0.715,32.912,32.996,0.535,45.747,69.38,4141.815
08/10/2012,4603.053,0.284,0.058,1.565,10.869,187.989,0.41,0.551,37.177,32.984,0.67,50.887,75.739,4202.325
09/10/2012,4619.57,0.231,0.169,1.431,11.417,190.695,0.522,0.938,42.214,34.304,3.288,54.985,84.988,4192.712
10/10/2012,4651.315,0.214,0.346,1.525,12.039,198.187,0.507,1.052,52.06,43.996,6.222,61.179,94.251,4178.365
11/10/2012,4684.246,0.303,0.083,1.406,12.464,207.12,0.486,1.061,53.218,56.724,8.629,68.847,108.627,4163.814
12/10/2012,4690.326,0.309,0.116,1.561,14.312,210.924,0.33,1.473,51.236,57.647,8.873,74.855,114.588,4152.569
13/10/2012,4728.76,0.376,0.132,1.291,13.444,208.941,0.34,1.472,56.93,62.782,10.242,84.07,117.005,4170.377
14/10/2012,4757.072,0.515,0.216,1.618,14.323,211.771,0.37,1.704,64.464,84.939,14.339,87.295,124.028,4150.274
15/10/2012,4818.904,0.445,0.105,1.93,14.444,212.51,0.327,1.68,75.78,109.313,21.351,89.415,133.005,4157.549
16/10/2012,4870.362,0.24,0.268,1.555,15.495,219.979,0.356,1.984,87.757,129.574,27.421,94.228,142.359,4148.178
17/10/2012,4928.807,0.408,0.336,1.463,15.923,225.895,0.348,2.64,102.826,148.214,33.969,103.065,148.018,4144.503
18/10/2012,5007.075,0.965,0.382,1.433,16.473,227.54,0.378,3.048,118.186,173.452,36.853,113.222,151.172,4162.73
19/10/2012,5078.473,0.145,0.664,1.349,17.109,226.564,0.361,3.733,137.311,205.901,36.419,124.629,159.366,4164.036
20/10/2012,5146.588,0.109,0.278,1.575,18.212,227.122,0.393,6.115,165.153,236.049,37.363,134.802,172.778,4145.473
21/10/2012,5199.189,0.406,0.257,1.916,19.053,226.069,0.328,11.374,192.667,274.279,37.341,136.521,188.416,4109.949
22/10/2012,5241.853,0.297,0.231,2.042,20.046,223.56,0.29,14.248,217.754,313.259,37.057,136.421,202.254,4073.692
23/10/2012,5233.14,0.26,0.248,2.317,21.312,223.858,0.296,17.304,233.55,344.318,40.775,133.356,212.478,4002.207
24/10/2012,5233.781,0.13,0.219,2.282,22.236,225.078,0.443,19.43,250.883,373.806,40.543,134.614,221.569,3941.7
25/10/2012,5233.222,0.087,0.333,2.581,22.248,217.038,0.381,21.67,271.903,402.45,39.038,135.198,232.068,3887.493
26/10/2012,5263.37,0.041,0.427,2.109,22.625,211.853,0.291,23.128,292.641,422.165,41.478,135.098,243.739,3867.098
27/10/2012,5302.338,0.041,0.441,2.815,22.941,212.74,0.289,25.738,314.809,430.556,45.315,135.706,256.529,3853.669
28/10/2012,5333.116,0.072,0.604,2.276,22.999,212.964,0.295,29.304,334.418,431.818,49.918,137.339,265.072,3845.333
29/10/2012,5348.116,0.083,0.546,3.056,24.645,207.984,0.266,35.271,346.879,441.014,57.1,136.682,277.907,3816.051
30/10/2012,5357.552,0.235,0.845,4.847,26.2,203.579,0.33,41.096,356.47,457.921,64.125,142.152,285.694,3773.297
31/10/2012,5401.061,0.163,1.148,4.63,30.399,199.64,0.368,46.101,367.758,473.025,78.002,154.926,290.28,3753.823
01/11/2012,5436.492,0.332,1.842,3.739,30.689,192.84,0.437,50.665,366.781,498.252,86.82,177.972,297.552,3727.719
02/11/2012,5485.651,0.206,2.248,4.787,31.636,188.096,0.761,54.394,367.994,524.424,99.625,193.385,300.41,3716.892
03/11/2012,5503.881,0.252,3.102,6.365,33.693,182.644,0.842,59.69,383.874,530.311,115.105,207.643,299.376,3680.066
04/11/2012,5543.549,0.096,4.729,9.019,34.812,181.201,1.153,57.654,407.271,543.889,129.153,230.011,296.609,3647.086
05/11/2012,5624.233,0.031,6.016,7.412,38.404,181.135,1.749,53.116,429.831,581.044,144.056,260.146,304.528,3615.813
06/11/2012,5656.707,0.046,8.386,8.384,42.336,187.53,1.966,47.512,428.195,601.764,155.703,286.375,315.673,3571.903
07/11/2012,5659.138,0.268,8.461,10.38,45.638,195.706,1.834,44.304,409.076,612.251,169.725,305.703,331.128,3523.701
08/11/2012,5645.424,0.24,8.969,12.183,49.894,203.23,1.503,40.805,386.18,620.42,175.415,324.503,333.861,3487.276
09/11/2012,5606.348,0.188,8.111,11.612,55.371,207.143,1.397,42.847,353.513,625.672,190.049,348.269,342.566,3418.705
10/11/2012,5511.736,0.127,8.061,15.052,58.422,210.283,1.83,45.881,340.144,633.517,190.485,342.888,344.032,3319.938
11/11/2012,5471.535,0.159,9.258,18.091,61.493,215.468,2.017,47.631,343.255,648.075,192.257,356.228,346.143,3230.608
12/11/2012,5470.177,0.408,11.155,16.831,66.329,220.461,2.171,50.416,361.152,665.684,196.63,374.842,346.334,3156.841
13/11/2012,5495.394,0.261,10.061,19.888,69.794,218.536,2.257,56.062,386.066,701.55,199.7,374.196,347.573,3108.598
14/11/2012,5578.296,0.199,9.576,24.514,73.668,215.018,2.603,61.427,410.891,749.261,218.923,360.08,352.853,3098.57
15/11/2012,5711.505,0.174,12.631,27.503,81.08,209.4,2.68,68.147,443.42,787.124,237.788,379.935,368.129,3092.716
16/11/2012,5870.47,0.314,15.154,28.036,92.728,201.495,3.243,75.275,475.553,838.023,265.061,411.936,379.576,3083.359
17/11/2012,5987.383,0.426,16.608,33.674,97.475,196.026,4.268,78.611,498.045,876.952,289.715,444.453,376.041,3074.094
18/11/2012,6043.035,1.029,18.994,39.493,102.022,195.312,5.97,85.846,487.428,898.118,313.273,488.887,373.939,3031.938
19/11/2012,6101.365,1.03,21.763,42.851,108.166,193.122,7.421,91.694,482.091,897.869,335.966,518.774,376.286,3023.471
20/11/2012,6211.245,1.045,25.081,43.415,117.209,192.772,7.929,99.236,497.014,889.354,341.541,544.193,389.781,3061.983
21/11/2012,6327.982,1.041,25.961,43.344,128.224,194.031,13.596,101.877,518.25,850.385,352.14,577.173,409.355,3111.753
22/11/2012,6427.635,1.333,27.5,45.196,140.023,198.294,17.506,113.425,528.276,796.211,360.556,610.223,427.882,3160.305
23/11/2012,6578.071,1.481,29.299,54.475,147.087,201.684,20.08,124.407,562.846,784.446,369.033,634.678,439.862,3207.827
24/11/2012,6716.145,2.042,31.95,64.98,155.618,197.521,23.467,137.979,600.195,781.718,382.174,640.194,450.828,3246.559
25/11/2012,6831.175,2.671,34.214,75.807,166.475,191.331,28.72,152.362,622.476,777.392,396.1,646.048,471.478,3265.163
26/11/2012,6761.693,3.301,34.032,85.65,172.316,187.729,30.77,168.385,597.335,731.799,397.561,641.599,489.616,3220.156
27/11/2012,6634.242,2.823,30.905,99.276,174.139,182.144,32.375,184.03,565.089,690.895,398.369,612.296,491.395,3169.504
28/11/2012,6590.727,2.348,31.668,111.465,173.533,182.902,37.312,192.69,544.27,659.974,401.428,625.265,498.304,3128.559
29/11/2012,6629.049,2.494,33.569,129.636,178.833,188.628,41.656,192.901,516.999,648.943,407.515,660.109,512.655,3114.183
30/11/2012,6664.51,2.687,35.597,149.252,188.178,195.236,47.211,183.775,490.949,650.875,412.373,691.786,533.819,3081.497
01/12/2012,6756.021,4.171,36.53,171.947,191.173,201.9,50.231,178.929,498.373,662.172,401.643,726.113,548.052,3083.591
02/12/2012,6865.169,4.301,36.005,190.322,194.279,204.819,53.102,181.725,515.574,698.742,402.619,748.658,557.51,3076.399
03/12/2012,7013.864,6.929,37.665,206.193,200.049,209.26,57.873,192.267,521.099,750.565,416.44,760.283,562.157,3091.236
04/12/2012,7083.693,5.277,42.046,217.147,209.858,216.365,61.644,192.598,536.026,796.039,435.726,743.863,569.708,3055.31
05/12/2012,7171.047,4.292,44.695,239.068,223.092,224.856,68.466,192.22,558.748,828.926,432.473,727.587,579.328,3044.795
06/12/2012,7248.598,7.22,48.181,260.813,239.383,230.035,73.64,194.547,576.82,820.572,423.266,701.63,590.601,3079.495
07/12/2012,7361.748,4.068,52.211,267.507,259.726,235.445,80.176,206.445,604.569,807.886,421.919,677.322,594.355,3147.471
08/12/2012,7550.026,3.556,55.036,285.965,270.167,239.554,85.993,225.346,639.88,823.991,432.85,677.004,596.374,3212.448
09/12/2012,7725.853,4.397,55.134,305.616,273.047,238.529,83.39,242.43,671.564,839.126,445.535,680.881,588.889,3295.152
10/12/2012,7822.471,6.063,60.143,333.465,268.458,241.556,79.653,253.36,696.025,843.409,472.194,706.715,584.008,3275.109
11/12/2012,8034.223,7.054,65.736,369.654,269.42,245.681,74.214,261.784,710.598,860.863,505.366,747.4,591.909,3321.4
12/12/2012,8219.462,8.629,68.321,406.687,277.849,245.006,67.399,268.23,714.583,887.842,529.458,783.86,603.69,3355.01
13/12/2012,8293.595,10.049,75.792,444.785,291.549,242.675,61.968,260.325,682.359,868.435,546.9,821.37,603.652,3380.947
14/12/2012,8410.656,11.912,83.673,488.277,300.722,247.564,57.66,253.655,673.469,868.248,549.564,829.395,599.665,3443.777
15/12/2012,8593.489,13.371,92.314,521.675,311.218,259.688,53.887,252.836,672.284,900.85,560.807,834.556,608.025,3508.979
16/12/2012,8755.916,16.71,107.127,538.047,325.925,274.107,56.722,236.303,676.402,942.706,563.296,844.185,613.017,3558.278
17/12/2012,8943.931,19.326,116.154,556.198,346.296,287.993,62.247,239.66,673.882,980.675,583.409,868.651,618.962,3587.37
18/12/2012,9138.701,21.758,127.534,571.005,363.27,301.559,70.572,251.444,690.624,1003.046,595.156,870.951,623.039,3645.481
19/12/2012,9389.988,22.917,140.588,601.376,390.926,312.798,68.623,262.272,728.095,1014.919,621.613,876.685,630.995,3713.902
20/12/2012,9585.115,23.636,145.571,621.042,419.411,315.163,74.421,271.012,760.662,1043.416,641.36,863.954,644.525,3755.939
21/12/2012,9762.363,27.797,137.536,649.642,445.834,314.119,74.946,293.941,788.717,1060.62,634.544,852.016,655.637,3821.183
22/12/2012,9788.134,35.878,136.626,681.596,470.869,319.213,74.391,295.503,776.609,993.107,593.924,843.719,669.877,3890.375
23/12/2012,9733.606,41.848,142.95,689.369,497.971,329.037,77.592,311.03,766.39,933.622,562.523,837.747,682.502,3852.044
24/12/2012,9792.535,46.947,152.063,694.978,522.462,338.85,80.373,332.751,751.009,950.819,541.269,833.409,693.788,3844.215
25/12/2012,9882.87,54.416,160.787,707.111,516.05,342.946,86.688,349.52,755.438,962.689,534.307,823.658,700.512,3878
26/12/2012,10055.76,58.91,174.274,730.308,505.009,348.749,88.226,368.916,786.668,968.909,536.728,822.612,705.623,3948.725
27/12/2012,10274.536,63.591,187.928,741.648,498.5,353.068,89.013,391.856,824.924,1003.498,553.981,840.782,718.172,3996.147
28/12/2012,10611.108,68.098,196.508,760.462,509.989,364.335,88.268,421,865.29,1052.597,572.169,874.21,737.417,4089.367
29/12/2012,10991.93,77.978,199.554,783.653,531.326,383.695,87.641,451.848,909.381,1113.965,596.206,911.305,762.348,4171.072
30/12/2012,11296.668,81.69,203.049,830.702,555.082,379.845,89.076,483.218,956.07,1165.353,625.649,955.134,792.043,4169.098
31/12/2012,11561.589,80.254,208.604,884.986,585.623,372.583,89.725,510.584,991.246,1216.055,651.964,998.31,812.781,4150.57
01/01/2013,11970.931,87.303,214.381,944.526,615.848,373.859,85.236,545.693,1032.445,1286.086,683.524,1042.457,846.329,4205.156
02/01/2013,12271.929,98.242,221.373,1001.187,641.875,372.365,87.823,572.159,1063.283,1351.922,710.926,1074.473,861.318,4207.244
03/01/2013,12540.238,110.786,226.632,1061.947,673.352,369.402,84.152,582.37,1097.917,1399.105,736.572,1094.098,864.002,4231.262
04/01/2013,12736.82,120.999,230.507,1118.704,706.403,370.812,79.174,588.614,1134.161,1398.638,756.329,1101.719,862.185,4258.084
05/01/2013,12815.565,133.817,232.039,1138.623,734.273,374.656,84.223,609.557,1149.324,1372.616,764.667,1102.011,856.979,4251.418
06/01/2013,12795.099,142.238,235.186,1156.561,769.004,369.829,82.397,640.781,1155.972,1348.734,752.231,1094.294,857.529,4177.109
07/01/2013,12808.889,152.885,242.924,1183.938,797.81,374.902,79.873,673.184,1149.539,1327.6,730.002,1098.887,865.865,4117.6
08/01/2013,12890.824,162.881,251.396,1224.791,817.288,376.114,83.781,696.868,1145.814,1321.308,726.49,1100.644,873.127,4095.21
09/01/2013,12963.38,174.019,252.475,1257.728,814.383,374.891,91.671,699.419,1143.911,1321.421,738.754,1070.722,878.084,4131.585
10/01/2013,12999.159,185.843,260.755,1261.738,810.122,367.411,101.358,705.057,1136.303,1332.668,747.01,1037.633,868.642,4170.823
11/01/2013,12966.571,194.935,266.162,1289.741,812.331,368.437,97.67,681.344,1111.031,1339.3,749.525,1013.647,859.961,4169.255
12/01/2013,13033.566,205.877,272.486,1313.599,821.746,377.217,97.579,666.857,1096.363,1355.033,752.479,997.117,863.117,4199.593
13/01/2013,13140.682,216.877,278.455,1335.64,841.995,381.947,100.962,646.424,1104.786,1369.501,739.412,977.442,874.974,4255.633
14/01/2013,13257.305,228.739,286.209,1369.232,862.441,383.976,105.169,636.611,1128.891,1337.686,732.979,965.604,878.955,4324.143
15/01/2013,13329.726,237.626,291.83,1370.688,883.124,379.659,118.997,651.608,1157.848,1313.168,717.392,957.503,873.767,4358.677
16/01/2013,13356.979,245.807,298.681,1381.235,867.572,381.158,125.007,679.257,1160.765,1308.17,707.855,968.082,856.039,4358.716
17/01/2013,13325.567,248.948,302.518,1366.823,864.553,378.438,126.407,705.456,1144.095,1316.399,706.583,968.656,841.036,4334.539
18/01/2013,13334.934,247.31,307.901,1354.662,881.523,379.819,130.79,738.355,1121.104,1313.833,720.88,952.612,829.882,4332.637
19/01/2013,13363.912,240.372,311.375,1350.021,877.592,384.019,140.042,758.801,1111.999,1316.89,736.433,942.798,820.004,4345.865
20/01/2013,13436.998,240.943,317.553,1358.909,882.881,375.153,147.079,764.583,1124.128,1322.89,743.179,949.122,812.046,4370.283
21/01/2013,13561.688,253.064,323.056,1388.243,880.494,372.75,147.43,761.042,1140.587,1318.443,744.944,951.353,818.057,4432.619
22/01/2013,13632.828,267.851,323.397,1429.08,865.14,378.814,147.471,749.393,1130.661,1316.709,744.076,950.299,823.009,4475.133
23/01/2013,13648.136,290.018,331.199,1463.253,846.464,392.2,150.575,745.007,1110.653,1308.6,736.212,942.63,820.827,4476.621
24/01/2013,13654.18,309.312,338.979,1448.804,838.526,404.501,161.243,754.285,1087.547,1313.413,735.218,946.188,824.371,4455.51
25/01/2013,13744.597,320.559,346.329,1454.351,827.252,407.773,172.271,776.671,1070.935,1326.627,744.71,947.048,837.985,4469.225
26/01/2013,13872.924,327.409,346.758,1459.202,832.287,416.94,183.518,804.254,1058.295,1348.491,747.445,943.612,854.75,4505.426
27/01/2013,14092.88,333.796,355.651,1485.606,846.268,427.507,193.573,838.226,1062.375,1377.176,761.699,949.959,867.302,4550.003
28/01/2013,14336.298,345.098,368.312,1521.459,852.894,429.574,204.934,869.382,1077.3,1412.141,780.677,952.269,873.316,4605.325
29/01/2013,14583.476,351.625,367.577,1554.76,862.406,435.213,217.558,901.844,1102.966,1447.283,801.694,963.55,861.607,4672.797
30/01/2013,14830.163,363.064,371.299,1534.415,881.815,440.106,225.897,932.694,1137.053,1492.331,830.331,982.141,849.938,4744.36
