Date,Greenland,Canada,USA,eastern Canada,western Canada,northern Canada,Alaska,US NE,US MidWest,US Pacific,US Rockies
19/01/2003,0.001,0.007,0.009,-0.013,0.032,0,0.043,-0.793,-0.512,0,0.76
20/01/2003,0.001,0.009,0.249,-0.006,0.031,0,0.044,-0.648,0.143,-0.029,0.795
21/01/2003,0.001,0.01,0.32,-0.004,0.034,0,0.046,-0.55,0.384,-0.076,0.743
22/01/2003,0.001,0.014,0.157,0.001,0.038,0,0.049,-0.301,-0.278,-0.033,0.848
23/01/2003,0.001,0.012,0.009,-0.003,0.038,0,0.049,-0.375,-0.75,-0.009,0.894
24/01/2003,0.001,0.012,0.001,-0.003,0.038,0,0.051,-0.383,-0.849,0.004,0.972
25/01/2003,0.001,0.005,0.134,-0.014,0.027,0,0.053,-0.401,-0.454,0.015,0.981
26/01/2003,0.001,0.002,0.402,-0.015,0.018,0,0.054,-0.219,0.115,-0.017,1.189
27/01/2003,0.001,0.001,0.291,-0.019,0.018,0,0.054,-0.447,-0.081,-0.054,1.109
28/01/2003,0.002,-0.004,0.264,-0.019,0.002,0,0.057,-0.36,-0.14,0.057,1.044
29/01/2003,0.002,-0.001,0.256,-0.008,0.002,0,0.056,-0.49,-0.183,0.042,1.103
30/01/2003,0.002,0.003,0.286,-0.012,0.018,0,0.059,-0.663,-0.117,0.095,1.171
31/01/2003,0.002,0.018,0.713,-0.015,0.064,0,0.063,-0.636,0.549,0.015,1.829
01/02/2003,0.002,0.022,0.958,-0.022,0.082,0,0.067,-0.601,1.193,0.01,1.921
02/02/2003,0.002,0.001,0.909,-0.022,0.02,0,0.069,-0.331,1.03,0.247,1.833
03/02/2003,0.002,0.005,0.287,-0.011,0.022,0,0.071,-0.119,-0.025,0.276,0.895
04/02/2003,0.002,0.001,0.371,-0.017,0.016,0,0.073,0.016,0.126,0.258,0.969
05/02/2003,0.003,-0.003,0.428,-0.013,0,0,0.077,0.233,0.346,0.288,0.85
06/02/2003,0.003,-0.008,-0.311,-0.014,-0.011,0,0.08,-0.192,-1.405,0.328,0.451
07/02/2003,0.003,-0.012,-0.514,-0.016,-0.022,0,0.083,-1.15,-1.608,0.31,0.277
08/02/2003,0.003,-0.013,-0.302,-0.021,-0.021,0,0.087,-1.143,-0.905,0.337,0.203
09/02/2003,0.003,-0.022,-0.274,-0.021,-0.05,0,0.091,-1.18,-0.885,0.346,0.279
10/02/2003,0.003,-0.021,-0.038,-0.011,-0.053,0,0.093,-1.039,-0.362,0.413,0.431
11/02/2003,0.003,-0.017,-0.112,-0.002,-0.049,0,0.094,-0.991,-0.655,0.335,0.502
12/02/2003,0.004,-0.015,0.281,-0.001,-0.042,0,0.098,-0.982,0.435,0.258,0.608
13/02/2003,0.004,-0.015,0.439,-0.001,-0.043,0,0.105,-0.834,0.901,0.242,0.574
14/02/2003,0.004,-0.006,0.449,0,-0.019,0,0.109,-0.844,0.827,0.246,0.685
15/02/2003,0.004,-0.008,0.066,-0.002,-0.024,0,0.109,-0.986,-0.191,0.163,0.585
16/02/2003,0.004,-0.011,-0.108,0,-0.031,0,0.112,-0.983,-0.704,0.211,0.564
17/02/2003,0.005,-0.013,-0.105,-0.006,-0.035,0,0.121,-1.047,-0.672,0.192,0.553
18/02/2003,0.005,-0.008,-0.011,-0.001,-0.023,0.001,0.125,-1.173,-0.392,0.276,0.579
19/02/2003,0.005,-0.016,0.146,-0.011,-0.04,0.001,0.134,-1.246,-0.246,0.343,0.935
20/02/2003,0.005,-0.015,0.267,-0.016,-0.032,0.001,0.14,-1.304,0.121,0.393,0.939
21/02/2003,0.006,-0.013,0.452,-0.017,-0.027,0.001,0.146,-1.43,0.693,0.303,0.964
22/02/2003,0.006,-0.013,0.442,-0.025,-0.019,0.001,0.15,-1.385,0.707,0.222,0.91
23/02/2003,0.006,-0.017,-0.307,-0.035,-0.022,0,0.141,-1.611,-1.008,0.217,0.4
24/02/2003,0.006,-0.021,-1.029,-0.033,-0.037,0,0.145,-1.684,-2.975,0.367,0.173
25/02/2003,0.007,-0.021,-1.039,-0.017,-0.048,0,0.146,-1.592,-2.985,0.418,0.119
26/02/2003,0.007,-0.011,-0.994,-0.015,-0.02,0,0.143,-1.648,-2.849,0.518,0.124
27/02/2003,0.007,-0.012,-0.891,-0.016,-0.024,0,0.137,-1.784,-2.615,0.539,0.248
28/02/2003,0.007,-0.017,-0.837,-0.025,-0.03,0,0.141,-1.977,-1.735,0.556,-0.467
01/03/2003,0.008,-0.022,-0.751,-0.039,-0.035,0,0.14,-2.141,-1.553,0.362,-0.314
02/03/2003,0.008,-0.02,-0.582,-0.029,-0.037,0,0.136,-2.096,-0.882,0.532,-0.515
03/03/2003,0.008,-0.016,0.005,-0.039,-0.018,0,0.146,-1.796,0.775,0.514,-0.479
04/03/2003,0.009,-0.023,-0.61,-0.043,-0.034,0,0.147,-1.833,-0.86,0.41,-0.694
05/03/2003,0.009,-0.026,-1.078,-0.047,-0.041,0,0.15,-2.14,-1.87,0.352,-1.036
06/03/2003,0.009,-0.038,-0.94,-0.061,-0.064,0,0.156,-2.069,-1.439,0.36,-1.075
07/03/2003,0.01,-0.042,-0.752,-0.041,-0.091,0,0.188,-1.927,-1.087,0.319,-0.905
08/03/2003,0.01,-0.062,-0.39,-0.053,-0.14,0,0.333,-2.052,-0.965,0.334,0.05
09/03/2003,0.01,-0.078,-0.432,-0.071,-0.174,0,0.336,-2.067,-1.073,0.338,0.032
10/03/2003,0.011,-0.101,-0.601,-0.094,-0.223,0,0.352,-2.454,-1.222,0.347,-0.258
11/03/2003,0.011,-0.123,-0.716,-0.121,-0.27,0.005,0.396,-2.89,-1.479,0.188,-0.25
12/03/2003,0.011,-0.145,-0.584,-0.14,-0.322,0.005,0.427,-2.386,-1.247,0.157,-0.23
13/03/2003,0.012,-0.169,-0.293,-0.143,-0.389,0.005,0.442,-2.167,-0.671,0.203,0.013
14/03/2003,0.012,-0.201,-0.168,-0.167,-0.464,0.005,0.46,-2.438,-0.359,0.188,0.145
15/03/2003,0.012,-0.244,-0.117,-0.216,-0.551,0.005,0.465,-2.706,-0.099,0.169,0.105
16/03/2003,0.013,-0.264,0.021,-0.227,-0.601,0.006,0.473,-2.233,0.312,0.191,-0.027
17/03/2003,0.013,-0.127,0.35,-0.217,-0.209,0.006,0.486,-0.776,0.771,0.137,0.134
18/03/2003,0.013,-0.109,0.346,-0.232,-0.144,0.006,0.51,-0.683,0.948,0.157,-0.115
19/03/2003,0.014,-0.096,0.534,-0.228,-0.11,0.007,0.514,-0.908,1.107,0.163,0.381
20/03/2003,0.014,-0.103,0.248,-0.255,-0.109,0.007,0.524,-1.085,0.764,0.229,-0.141
21/03/2003,0.015,-0.046,0.283,-0.276,0.076,0.007,0.54,-0.591,0.802,0.237,-0.217
22/03/2003,0.015,-0.086,0.503,-0.36,0.024,0.007,0.56,-0.047,1.274,0.299,-0.184
23/03/2003,0.015,-0.079,0.519,-0.376,0.056,0.007,0.593,-0.209,1.245,0.35,-0.087
24/03/2003,0.016,-0.038,0.733,-0.407,0.2,0.008,0.604,-0.641,1.781,0.359,0.139
25/03/2003,0.016,0.059,1.076,-0.404,0.482,0.008,0.578,0.461,2.121,0.337,0.595
26/03/2003,0.017,0.07,1.006,-0.3,0.433,0.008,0.585,0.604,1.984,0.312,0.476
27/03/2003,0.017,0.016,0.844,-0.257,0.241,0.008,0.603,0.428,1.438,0.291,0.573
28/03/2003,0.017,-0.044,0.461,-0.261,0.068,0.008,0.512,0.104,0.949,0.277,0.023
29/03/2003,0.018,0.052,0.517,-0.257,0.347,0.008,0.369,0.159,1.075,0.315,0.158
30/03/2003,0.018,0.017,0.075,-0.261,0.245,0.009,0.425,-4.11,0.527,0.291,0.461
31/03/2003,0.019,0.011,0.194,-0.314,0.275,0.004,0.354,-4.396,0.902,0.262,0.58
01/04/2003,0.019,-0.056,0.468,-0.389,0.137,0.004,0.365,-2.948,1.012,0.234,0.938
02/04/2003,0.02,-0.339,0.478,-0.343,-0.73,0.004,0.36,-1.418,0.794,0.362,0.77
03/04/2003,0.02,-0.391,0.225,-0.507,-0.754,0.004,0.352,-1.849,0.767,0.014,0.149
04/04/2003,0.02,-0.495,0.085,-0.549,-1.019,0,0.337,-1.954,0.46,0.009,0.066
05/04/2003,0.021,-0.629,-0.392,-0.625,-1.352,-0.001,0.315,-1.401,-0.738,-0.065,-0.318
06/04/2003,0.021,-0.645,-0.801,-0.737,-1.311,-0.002,0.338,-1.325,-1.928,-0.1,-0.402
07/04/2003,0.022,-0.647,-1.404,-0.944,-1.158,0.001,0.342,-4.156,-3.212,0.284,-0.236
08/04/2003,0.022,-0.675,-1.114,-0.954,-1.234,0.003,0.335,-4.063,-2.741,0.365,0.164
09/04/2003,0.023,-0.432,-0.485,-0.856,-0.593,-0.001,0.379,-3.904,-1.467,0.23,0.768
10/04/2003,0.023,-0.024,0.311,-0.669,0.454,0.004,0.383,-2.061,0.511,0.122,0.721
11/04/2003,0.023,-0.056,0.59,-0.673,0.363,0.003,0.385,-2.191,1.539,0.095,0.56
12/04/2003,0.024,-0.125,0.605,-0.839,0.307,-0.012,0.387,-1.602,1.52,0.043,0.471
13/04/2003,0.024,-0.145,0.756,-0.727,0.153,-0.005,0.393,-1.212,1.493,0.062,0.87
14/04/2003,0.025,-0.051,0.802,-0.439,0.214,-0.017,0.382,-1.102,1.545,0.148,0.93
15/04/2003,0.025,0.123,0.399,-0.517,0.78,-0.01,0.374,-0.111,1.421,0.077,-0.492
16/04/2003,0.025,0.232,0.499,-0.532,1.119,-0.016,0.363,-0.136,1.09,0.122,0.192
17/04/2003,0.023,0.323,0.456,-0.414,1.305,-0.027,0.413,0.252,1.027,0.039,-0.015
18/04/2003,0.024,0.034,0.361,-0.557,0.592,-0.045,0.396,0.13,0.821,0.008,-0.052
19/04/2003,0.024,-0.072,0.512,-0.754,0.44,-0.05,0.576,-0.154,0.825,0.005,0.373
20/04/2003,0.024,0.051,0.552,-0.628,0.71,-0.056,0.63,0.433,0.729,-0.026,0.401
21/04/2003,0.018,0.042,0.51,-0.664,0.725,-0.068,0.663,0.272,0.582,0,0.438
22/04/2003,0.019,0.033,0.495,-0.867,0.827,-0.041,0.544,0.001,0.726,0.027,0.402
23/04/2003,0.022,0.011,0.459,-1.077,0.971,-0.078,0.596,-0.081,0.72,-0.009,0.279
24/04/2003,0.021,-0.043,0.25,-1.345,1.035,-0.089,0.517,-1.082,0.601,-0.019,0.074
25/04/2003,0.024,-0.037,0.183,-1.276,0.964,-0.058,0.485,-0.84,0.403,0.009,0.024
26/04/2003,0.055,-0.163,0.203,-1.378,0.735,-0.11,0.588,-0.935,0.354,-0.069,0.094
27/04/2003,0.057,-0.258,0.347,-1.581,0.488,0,0.979,-1.003,0.451,-0.075,0.177
28/04/2003,0.016,-0.26,0.333,-0.733,-0.334,0.13,0.742,0.271,0.382,-0.071,0.032
29/04/2003,0.016,-0.162,0.468,-0.649,-0.085,0.105,0.851,0.186,0.464,-0.081,0.321
30/04/2003,0.016,-0.17,0.529,-0.599,-0.245,0.19,1.419,0.021,0.347,-0.097,0.259
01/05/2003,0.012,-0.205,0.447,-0.81,-0.137,0.151,1.383,-0.006,0.264,-0.09,0.118
02/05/2003,0.012,-0.194,0.493,-0.518,-0.263,0.089,1.577,-0.056,0.272,-0.093,0.125
03/05/2003,0.013,-0.302,0.417,-0.502,-0.536,0.04,1.366,0.032,0.289,-0.096,-0.003
04/05/2003,0.019,-0.677,0.387,-0.468,-1.545,-0.064,1.725,0.099,0.18,-0.107,-0.272
05/05/2003,0.017,-0.807,0.293,-0.597,-1.735,-0.142,1.554,0.082,0.087,-0.106,-0.339
06/05/2003,0.017,-0.975,0.315,-0.84,-1.941,-0.226,1.425,0.017,0.088,-0.122,-0.154
07/05/2003,0.011,-1.032,0.223,-0.971,-1.921,-0.299,1.133,0.014,0.093,-0.128,-0.231
08/05/2003,0.002,-1.015,0.145,-0.84,-1.889,-0.373,1.052,-0.028,0.059,-0.134,-0.371
09/05/2003,-0.002,-0.936,0.091,-0.731,-1.999,-0.149,0.953,-0.033,0.02,-0.105,-0.43
10/05/2003,-0.002,-1.082,0.071,-0.796,-2.246,-0.263,0.852,-0.007,0.02,-0.1,-0.426
11/05/2003,-0.009,-0.808,0.013,-0.996,-1.156,-0.375,0.662,-0.022,0.153,-0.109,-0.604
12/05/2003,-0.021,-0.422,-0.044,-0.831,-0.165,-0.366,0.348,-0.015,0.152,-0.115,-0.55
13/05/2003,-0.024,-0.556,-0.182,-0.943,-0.287,-0.525,0.235,-0.034,0.045,-0.14,-0.784
14/05/2003,-0.027,-0.607,-0.218,-1.126,-0.202,-0.604,0.164,-0.034,0.011,-0.143,-0.81
15/05/2003,-0.043,-0.571,-0.198,-1.091,-0.022,-0.693,0.332,-0.011,0.002,-0.144,-0.871
16/05/2003,-0.05,-0.633,-0.188,-1.124,-0.016,-0.834,-0.108,-0.011,0.002,-0.148,-0.503
17/05/2003,-0.059,-0.663,-0.226,-0.951,-0.163,-0.9,-0.268,-0.011,0.001,-0.149,-0.502
18/05/2003,-0.073,-0.737,-0.313,-0.901,-0.409,-0.909,-0.338,-0.011,0.003,-0.204,-0.723
19/05/2003,-0.074,-0.839,-0.33,-0.516,-0.95,-0.964,-0.541,-0.011,0.018,-0.212,-0.641
20/05/2003,-0.074,-0.572,-0.327,-0.104,-0.98,-0.539,-0.805,-0.011,0.001,-0.219,-0.413
21/05/2003,-0.081,-0.742,-0.362,-0.477,-1.091,-0.62,-0.937,-0.011,0.001,-0.217,-0.425
22/05/2003,-0.09,-0.687,-0.391,-0.442,-0.836,-0.725,-1.093,-0.011,0.001,-0.161,-0.407
23/05/2003,-0.113,-0.776,-0.316,-0.624,-0.874,-0.796,-0.8,-0.01,0.001,-0.164,-0.386
24/05/2003,-0.114,-0.73,-0.384,-0.77,-0.534,-0.874,-0.982,-0.012,0.001,-0.164,-0.468
25/05/2003,-0.136,-0.795,-0.481,-0.537,-0.706,-1.051,-1.473,-0.012,0.001,-0.162,-0.407
26/05/2003,-0.144,-0.851,-0.555,-0.62,-0.589,-1.237,-1.826,-0.012,0,-0.163,-0.376
27/05/2003,-0.143,-0.814,-0.609,-0.649,-0.579,-1.132,-2.008,-0.012,0,-0.166,-0.412
28/05/2003,-0.148,-0.368,-0.584,0.488,-0.689,-0.677,-2.094,0,0,-0.169,-0.268
29/05/2003,-0.133,-0.359,-0.65,0.522,-0.559,-0.79,-2.323,0,0,-0.17,-0.305
30/05/2003,-0.136,-0.332,-0.647,0.337,-0.175,-0.927,-2.259,0,0,-0.17,-0.345
31/05/2003,-0.169,-0.526,-0.739,0.08,-0.308,-1.132,-2.608,0,0,-0.174,-0.374
01/06/2003,-0.171,-0.624,-0.775,-0.127,-0.344,-1.211,-2.727,0,0,-0.174,-0.401
02/06/2003,-0.183,-0.722,-0.802,-0.253,-0.401,-1.323,-2.752,0,0,-0.175,-0.468
03/06/2003,-0.187,-0.693,-0.858,-0.541,-0.142,-1.279,-3.039,0,0,-0.149,-0.434
04/06/2003,0.123,-0.733,-0.921,-0.705,0.045,-1.431,-3.295,0,0,-0.149,-0.442
05/06/2003,0.097,-0.921,-0.894,-0.906,-0.132,-1.619,-3.111,0,0,-0.15,-0.495
06/06/2003,0.088,-0.97,-0.948,-0.925,-0.102,-1.759,-3.388,0,0,-0.15,-0.457
07/06/2003,0.028,-0.683,-0.816,-0.532,-0.078,-1.314,-2.816,0,0,-0.15,-0.468
08/06/2003,-0.009,-0.741,-0.784,-0.618,-0.018,-1.456,-2.918,0,0,-0.092,-0.292
09/06/2003,-0.052,-0.83,-0.699,-0.686,-0.091,-1.572,-2.535,0,0,-0.092,-0.312
10/06/2003,-0.064,-0.746,-0.681,-0.809,0.132,-1.467,-2.519,0,0,-0.092,-0.265
11/06/2003,-0.124,-0.766,-0.666,-0.849,0.106,-1.47,-2.449,0,0,-0.092,-0.271
12/06/2003,-0.163,-0.944,-0.579,-0.993,0.034,-1.762,-2.071,0,0,-0.092,-0.279
13/06/2003,-0.212,-1.093,-0.603,-1.112,-0.006,-2.029,-2.222,0,0,-0.092,-0.241
14/06/2003,-0.243,-0.983,-0.587,-0.357,-0.064,-2.215,-2.303,0,0,-0.093,-0.126
15/06/2003,-0.244,-1.123,-0.639,-0.468,-0.096,-2.469,-2.374,0,0,-0.83,-0.158
16/06/2003,-0.32,-1.341,-0.649,-0.593,-0.109,-2.93,-2.51,0,0,-0.031,-0.177
17/06/2003,-0.378,-1.46,-0.662,-0.636,-0.141,-3.176,-2.576,0,0,-0.031,-0.168
18/06/2003,-0.436,-1.621,-0.676,-0.773,-0.156,-3.481,-2.643,0,0,-0.031,-0.163
19/06/2003,-0.526,-1.668,-0.696,-0.779,-0.162,-3.593,-2.698,0,0,-0.031,-0.184
20/06/2003,-0.552,-1.302,-0.64,-0.347,-0.171,-2.945,-2.47,0,0,-0.031,-0.178
21/06/2003,-0.571,-1.454,-0.553,-0.466,-0.171,-3.25,-2.088,0,0,-0.031,-0.19
22/06/2003,-0.623,-1.573,-0.576,-0.42,-0.229,-3.537,-2.146,0,0,-0.031,-0.218
23/06/2003,-0.702,-1.69,-0.449,-0.453,-0.256,-3.79,-1.592,0,0,-0.031,-0.229
24/06/2003,-0.762,-1.632,-0.441,-0.525,-0.118,-3.711,-1.472,0,0,-0.031,-0.294
25/06/2003,-0.808,-1.706,-0.439,-0.426,-0.13,-3.96,-1.469,0,0,-0.031,-0.293
26/06/2003,-0.831,-1.817,-0.387,-0.377,-0.164,-4.246,-1.236,0,0,-0.031,-0.302
27/06/2003,-0.844,-1.886,-0.389,-0.432,-0.175,-4.377,-1.236,0,0,-0.031,-0.307
28/06/2003,-0.402,-1.927,-0.378,-0.459,-0.15,-4.485,-1.26,0,0,-0.031,-0.256
29/06/2003,-0.286,-1.476,-0.313,-0.021,-0.091,-3.683,-1.076,0,0,0,-0.19
30/06/2003,-0.36,-1.732,-0.328,-0.034,-0.083,-4.337,-1.128,0,0,0,-0.198
01/07/2003,-0.426,-1.371,-0.333,-0.145,-0.093,-3.328,-1.154,0,0,0,-0.195
02/07/2003,-0.447,-1.458,-0.34,-0.161,-0.12,-3.516,-1.171,0,0,0,-0.204
03/07/2003,-0.343,-0.924,-0.341,-0.188,-0.121,-2.13,-1.19,0,0,0,-0.192
04/07/2003,-0.361,-0.95,-0.317,-0.165,-0.176,-2.164,-1.08,0,0,0,-0.198
05/07/2003,-0.411,-0.813,-0.315,-0.168,-0.182,-1.806,-1.084,0,0,0,-0.191
06/07/2003,-0.415,-0.788,-0.298,-0.169,-0.203,-1.723,-1.003,0,0,0,-0.196
07/07/2003,-0.469,-0.882,-0.274,-0.174,-0.2,-1.964,-1.024,0,0,0,-0.103
08/07/2003,-0.488,-0.828,-0.259,-0.14,-0.244,-1.812,-0.96,0,0,0,-0.105
09/07/2003,-0.493,-0.885,-0.263,-0.151,-0.263,-1.931,-0.971,0,0,0,-0.109
10/07/2003,-0.097,-0.897,-0.269,-0.174,-0.148,-2.045,-0.98,0,0,0,-0.12
11/07/2003,-0.11,-0.903,-0.272,-0.176,-0.156,-2.054,-0.993,0,0,0,-0.121
12/07/2003,-0.124,-0.929,-0.24,-0.176,-0.198,-2.083,-0.986,0,0,0,-0.022
13/07/2003,-0.147,-0.33,-0.244,-0.177,-0.206,-0.545,-1.005,0,0,0,-0.021
14/07/2003,-0.162,-0.261,-0.178,-0.053,-0.214,-0.445,-0.759,0,0,0,0.003
15/07/2003,-0.125,-0.18,-0.173,-0.057,-0.215,-0.233,-0.732,0,0,0,0
16/07/2003,0.406,-0.199,-0.173,-0.063,-0.218,-0.276,-0.734,0,0,0,0.001
17/07/2003,0.342,-0.225,-0.179,-0.068,-0.184,-0.369,-0.752,0,0,0,-0.004
18/07/2003,0.316,-0.209,-0.227,-0.068,-0.221,-0.295,-0.953,0,0,0,-0.006
19/07/2003,0.302,-0.168,-0.205,0.003,-0.135,-0.314,-0.861,0,0,0,-0.007
20/07/2003,0.272,-0.152,-0.175,0.003,-0.135,-0.272,-0.73,0,0,0,-0.008
21/07/2003,0.243,-0.147,-0.18,-0.001,-0.139,-0.255,-0.751,0,0,0,-0.009
22/07/2003,0.232,-0.147,-0.157,-0.002,-0.137,-0.256,-0.654,0,0,0,-0.01
23/07/2003,0.318,-0.175,-0.156,-0.002,-0.106,-0.353,-0.646,0,0,0,-0.01
24/07/2003,0.336,-0.175,-0.156,-0.002,-0.113,-0.349,-0.646,0,0,0,-0.01
25/07/2003,0.324,-0.189,-0.156,-0.002,-0.145,-0.357,-0.648,0,0,0,-0.01
26/07/2003,0.372,-0.16,-0.159,-0.004,-0.124,-0.299,-0.658,0,0,0,-0.013
27/07/2003,0.306,-0.151,-0.155,-0.004,-0.129,-0.272,-0.649,0,0,0,-0.006
28/07/2003,0.288,-0.15,-0.155,-0.006,-0.108,-0.286,-0.646,0,0,0,-0.007
29/07/2003,0.114,-0.155,-0.171,0.001,-0.126,-0.288,-0.715,0,0,0,-0.006
30/07/2003,0.144,-0.159,-0.175,0,-0.133,-0.29,-0.731,0,0,0,-0.007
31/07/2003,0.151,-0.161,-0.169,0,-0.141,-0.29,-0.708,0,0,0,-0.007
01/08/2003,0.147,-0.16,-0.166,0,-0.134,-0.293,-0.694,0,0,0,-0.008
02/08/2003,0.149,-0.159,-0.163,0,-0.133,-0.29,-0.681,0,0,0,-0.008
03/08/2003,0.142,-0.166,-0.164,0,-0.137,-0.305,-0.684,0,0,0,-0.008
04/08/2003,0.124,-0.17,-0.165,0,-0.144,-0.309,-0.688,0,0,0,-0.008
05/08/2003,0.144,-0.173,-0.167,0,-0.146,-0.316,-0.699,0,0,0,-0.007
06/08/2003,0.125,-0.17,-0.166,0,-0.148,-0.307,-0.693,0,0,0,-0.007
07/08/2003,0.198,-0.145,-0.144,0,-0.148,-0.242,-0.6,0,0,0,-0.007
08/08/2003,0.203,-0.124,-0.116,0,-0.065,-0.261,-0.483,0,0,0,-0.007
09/08/2003,0.199,-0.155,-0.115,0,-0.015,-0.384,-0.479,0,0,0,-0.007
10/08/2003,0.121,-0.134,-0.153,0,-0.029,-0.316,-0.64,0,0,0,-0.007
11/08/2003,0.116,-0.124,-0.153,0,-0.033,-0.29,-0.64,0,0,0,-0.007
12/08/2003,0.154,-0.117,-0.154,0,-0.033,-0.272,-0.643,0,0,0,-0.007
13/08/2003,0.172,-0.108,-0.152,0,-0.032,-0.249,-0.633,0,0,0,-0.007
14/08/2003,0.164,-0.106,-0.15,0,-0.035,-0.241,-0.624,0,0,0,-0.007
15/08/2003,0.169,-0.115,-0.149,0,-0.035,-0.265,-0.621,0,0,0,-0.007
16/08/2003,0.187,-0.116,-0.146,0,-0.038,-0.263,-0.609,0,0,0,-0.007
17/08/2003,0.184,-0.125,-0.145,0,-0.039,-0.286,-0.605,0,0,0,-0.007
18/08/2003,0.179,-0.118,-0.143,0,-0.04,-0.266,-0.596,0,0,0,-0.007
19/08/2003,0.185,-0.106,-0.142,0,-0.041,-0.236,-0.592,0,0,0,-0.007
20/08/2003,0.283,-0.099,-0.141,0,-0.046,-0.214,-0.582,0,0,0,-0.012
21/08/2003,0.267,-0.088,-0.13,0,-0.046,-0.185,-0.535,0,0,0,-0.012
22/08/2003,0.172,-0.132,-0.129,0,-0.046,-0.299,-0.532,0,0,0,-0.012
23/08/2003,0.167,-0.131,-0.125,0,-0.038,-0.301,-0.516,0,0,0,-0.011
24/08/2003,0.152,-0.067,-0.123,0,-0.046,-0.13,-0.505,0,0,0,-0.011
25/08/2003,-0.118,-0.048,-0.12,0,-0.04,-0.088,-0.5,0,0,0,-0.006
26/08/2003,-0.132,-0.046,-0.119,0,-0.042,-0.082,-0.496,0,0,0,-0.006
27/08/2003,-0.122,-0.036,-0.121,0.002,-0.04,-0.057,-0.503,0,0,0,-0.006
28/08/2003,-0.119,-0.056,-0.113,0.001,-0.043,-0.107,-0.47,0,0,0,-0.006
29/08/2003,-0.093,-0.054,-0.101,0.001,-0.043,-0.1,-0.42,0,0,0,-0.006
30/08/2003,-0.074,-0.047,-0.078,0.001,-0.041,-0.084,-0.324,0,0,0,-0.006
31/08/2003,-0.075,-0.056,-0.074,0,-0.042,-0.108,-0.305,0,0,0,-0.006
01/09/2003,-0.06,-0.034,-0.065,0,-0.041,-0.051,-0.27,0,0,0,-0.003
02/09/2003,-0.012,-0.041,-0.063,0,-0.036,-0.074,-0.26,0,0,0,-0.004
03/09/2003,-0.009,-0.041,-0.062,0,-0.075,-0.04,-0.254,0,0,0,-0.006
04/09/2003,0.002,-0.025,-0.061,0,-0.07,-0.002,-0.247,0,0,0,-0.007
05/09/2003,0.03,0.007,-0.067,0.01,-0.069,0.073,-0.273,0,0,0,-0.007
06/09/2003,0.05,0.035,-0.067,0.001,-0.045,0.129,-0.274,0,0,0,-0.008
07/09/2003,0.088,0.052,-0.039,0.001,-0.045,0.173,-0.155,0,0,0,-0.007
08/09/2003,0.088,0.066,-0.034,0.001,-0.009,0.176,-0.136,0,0,0,-0.007
09/09/2003,0.043,0.025,-0.087,0.007,-0.027,0.082,-0.366,0,0,0,-0.002
10/09/2003,0.048,0.044,-0.082,0.002,-0.001,0.113,-0.326,0,0,0,-0.014
11/09/2003,0.061,0.059,-0.051,0.002,-0.013,0.161,-0.311,0,0.011,0,0.061
12/09/2003,0.071,0.094,-0.114,0.013,-0.036,0.263,-0.426,0,0.005,0,-0.049
13/09/2003,0.071,0.024,-0.164,0.017,-0.067,0.109,-0.56,0,0,0,-0.101
14/09/2003,0.004,0.018,-0.181,0.011,-0.076,0.106,-0.556,0,0,0,-0.158
15/09/2003,0.031,0.052,-0.174,0.021,-0.081,0.19,-0.63,0,0,0,-0.081
16/09/2003,0.032,0.096,-0.171,0.042,-0.081,0.287,-0.618,0,0,-0.018,-0.078
17/09/2003,0.037,-0.261,-0.175,0.131,-0.478,-0.342,-0.624,0,0,-0.018,-0.087
18/09/2003,0.035,-0.275,-0.253,0.157,-0.605,-0.284,-0.572,0,-0.028,-0.018,-0.347
19/09/2003,-0.089,-0.306,-0.204,0.181,-0.577,-0.404,-0.622,0,0,-0.018,-0.182
20/09/2003,-0.067,-0.288,-0.182,0.164,-0.56,-0.361,-0.533,0,0,-0.017,-0.176
21/09/2003,-0.065,-0.289,-0.12,0.15,-0.513,-0.396,-0.465,0,0,-0.017,-0.032
22/09/2003,-0.066,-0.251,-0.156,0.179,-0.468,-0.357,-0.625,0,0,-0.017,-0.023
23/09/2003,-0.042,-0.264,-0.136,0.133,-0.458,-0.368,-0.555,0,0,-0.017,-0.015
24/09/2003,-0.03,-0.299,-0.125,0.123,-0.443,-0.464,-0.515,0,0,-0.016,-0.01
25/09/2003,-0.011,-0.281,-0.113,0.092,-0.427,-0.41,-0.488,0,0,-0.016,0.01
26/09/2003,-0.002,-0.31,-0.109,0.078,-0.412,-0.486,-0.502,0,0,-0.016,0.033
27/09/2003,-0.011,-0.268,-0.079,0.065,-0.367,-0.41,-0.423,0,0,-0.016,0.068
28/09/2003,-0.011,-0.2,-0.051,0.126,-0.334,-0.307,-0.322,0,0,0,0.081
29/09/2003,-0.002,-0.135,-0.029,0.159,-0.328,-0.168,-0.206,0,0,0,0.062
30/09/2003,0.004,-0.087,-0.002,0.162,-0.257,-0.111,-0.101,0,0,0,0.069
01/10/2003,0.004,-0.059,0.006,0.195,-0.233,-0.081,-0.068,0,0,0,0.072
02/10/2003,0.011,0.108,0.038,0.15,-0.064,0.228,0.084,0,-0.025,0,0.085
03/10/2003,0.017,0.154,0.068,0.067,0.057,0.3,0.155,-0.012,0.022,0,0.08
04/10/2003,0.026,0.193,0.162,0.063,0.068,0.391,0.184,-0.006,0.111,0,0.263
